datetime,city,state,country,shape,duration (seconds),duration (hours/min),comments,date posted,latitude,longitude
7/11/2010 21:45,taneytown,md,us,light,3600,1 hour,I noticed that the stars didn&#8217;t seem right. There was an unusual pattern.  ((NUFORC Note:  Probably a star or planet?  PD)),7/19/2010,39.6577778,-77.1747222
7/11/2010 22:55,hancock,md,us,light,600,< 10 minutes,Moving light responded to a flashlight,7/19/2010,39.6988889,-78.18
7/1/1966 20:00,jarrettsville,md,us,light,1800,30 minutes,Two large&#44 30&#39 diameter spheres of light appx. 30&#39 apart&#44 appx 20-30&#39 overhead&#44 seen by 60? people&#44 passing slowly overhead silently&#44 n,8/10/1999,39.6044444,-76.4780556
7/1/1973 08:00,gaithersburg,md,us,disk,30,30 seconds~,Black round obj  with seq flashing green lights&#44 6-8 in wide viewed at arm&#39s length&#44 and seen in daylight -- and no wings&#33,7/11/2000,39.1433333,-77.2016667
7/1/2011 00:50,gaithersburg,md,us,triangle,120,2 minutes,Strange high frequency noises heard in the sky.,8/5/2012,39.1433333,-77.2016667
7/12/2010 22:15,annapolis,md,us,light,5,~5 sec,Yellow lights in formation; very fast; no sound.  ((NUFORC Note  Report from former military aviator.  PD)),7/19/2010,38.9783333,-76.4925
7/13/2008 21:00,frederick,md,us,cylinder,3600,1hr,UFO reported in Frederick&#44 MD.,8/12/2008,39.4141667,-77.4108333
7/13/2011 03:00,olney,md,us,changing,10800,3 hours,UFO with &quot;tentacles&quot; hovering in Olney&#44 Maryland.  ((NUFORC Note:  Possible sighting of celestial body??  PD)),7/17/2011,39.1530556,-77.0672222
7/13/2013 22:37,parkton,md,us,light,3600,1 hour,Witnessed 15+ crafts on two different occasions the same night.,7/14/2013,39.6408333,-76.6594444
7/14/2012 22:45,ocean city,md,us,oval,45,45 seconds,Bright round orange object appeared in sky above Ocean City&#44 MD,8/5/2012,38.3363889,-75.0852778
7/14/2013 20:00,parkville,md,us,formation,900,15 minutes,Up to 50 flashing lights moving together,7/22/2013,39.3772222,-76.54
7/15/1975 20:00,wittman,md,us,triangle,900,15 minutes,Came within 2 objects working in tandem - came within a few feet of one of then,4/12/2013,38.7936111,-76.2944444
7/15/1990 02:00,glen burnie,md,us,light,900,15 minutes,BRILLIANT ROUND LIGHT 200 FEET AWAY SHONE INTO MY BEDROOM HYPNOTICALLY,7/16/2006,39.1625,-76.625
7/15/1990 23:30,glenelg,md,us,light,120,2 minutes,silent light seen floating in sky in July of 1990,5/11/2005,39.2641667,-76.9927778
7/15/1993 17:30,elkton,md,us,light,300,5 minutes,A light descended slowly into the Elk River&#44 just off the Chesapeake Bay.,4/25/2002,39.6066667,-75.8336111
7/15/2013 22:30,deal island,md,us,rectangle,10,10 seconds,Rectangle lit box due above far up in the sky like a marker visible and then invisible.,7/22/2013,38.1588889,-75.9483333
7/17/2006 05:30,pasadena,md,us,light,2400,40+ mins,A light in the sky emmited multiple objects that came in our atmosphere&#44 way more intense than any other sightings i&#39ve heard of.,10/30/2006,39.1072222,-76.5713889
7/17/2011 22:00,elkton,md,us,flash,120,1 1/2 min&#39s,Object seen over Elkton MD moving away from me(straight up) 10pm 7/17/11,8/7/2011,39.6066667,-75.8336111
7/18/2008 20:00,federalsburg,md,us,disk,120,2 minutes,Larger Gray object slowing down and speeding up in front of a jet,8/12/2008,38.6941667,-75.7725
7/18/2008 21:50,hancock,md,us,light,120,< 2 minutes,Light flying northwest over Hancock.,8/12/2008,39.6988889,-78.18
7/18/2010 21:09,crisfield,md,us,light,180,3 minutes,A white speck of light extremely high&#44 changing size traveling north of Crisfield&#44 MD.  ((NUFORC Note:  Iridium flare??  PD)),7/19/2010,37.9833333,-75.8541667
7/18/2011 00:04,lusby,md,us,sphere,2,2 seconds,Large blue/green sphere  over Calvert County.  ((NUFORC Note:  Report from aviation mechanic.  PD)),8/7/2011,38.4105556,-76.4555556
7/19/2010 19:03,nottingham,md,us,oval,300,5 mins,Intense white oval shape seen in cumulus cloud after rain storm.,1/31/2011,39.3638889,-76.4525
7/19/2012 23:27,ocean city,md,us,light,1200,1-20 minutes,A ball or flashing light appeared and dissapeared multiple times in the sky over a time period of twenty minutes.,8/5/2012,38.3363889,-75.0852778
7/20/1990 22:00,ocean city,md,us,other,1800,30 minutes,I posted on 8/7/07 a sighting that had occurred on 4/11/1977&#44 I had also wanted to post another sighting that had occurred the summer o,11/28/2007,38.3363889,-75.0852778
7/21/2007 18:30,germantown,md,us,circle,600,10 minutes,White Round Objects viewed from Germantown,8/7/2007,39.1730556,-77.2719444
7/21/2009 17:12,cumberland,md,us,cigar,25,20-25 seconds,object faded in and out&#44 accelerated at inconceivable speed&#44 no sound,8/5/2009,39.6527778,-78.7627778
7/22/1999 23:59,owings mills,md,us,unknown,10,10 seconds,I saw four bright white lights&#44 one red in a pattern straight across not similar to any aircraft I&#39ve ever seen.,8/10/1999,39.4194444,-76.7805556
7/22/2009 00:15,cumberland,md,us,light,3600,1 hour,bright fadeing light in south eastern sky,8/5/2009,39.6527778,-78.7627778
7/22/2012 22:30,frederick,md,us,circle,15,10-15 seconds,NOISELESS OBJECTS MOVING OVER FREDERICK&#44 MD.,8/5/2012,39.4141667,-77.4108333
7/22/2012 22:30,frederick,md,us,circle,900,10-15 minutes,Silent orangish-red silent objects in the night sky,8/5/2012,39.4141667,-77.4108333
7/23/2013 18:10,silver spring,md,us,oval,300,5 minutes,There were lights on one object.,8/30/2013,38.9905556,-77.0263889
7/24/1974 19:00,hagerstown,md,us,disk,120,1-2 min,I saw it too&#33  RE: Football sized saucer over Hagerstown&#44 MD in summer of 1974,12/16/2005,39.6416667,-77.7202778
7/24/1974 22:00,hagerstown,md,us,disk,300,5 mins,Football sized  saucer over Hagertown MD in summer of 1974,4/1/2001,39.6416667,-77.7202778
7/24/1994 22:30,cumberland,md,us,unknown,600,5-10 minutes,I was in my front yard with some of my children and one friend of my children.  I remember seeing 2 of the brightest lights on this obj,9/15/2005,39.6527778,-78.7627778
7/24/2001 10:00,ocean city,md,us,flash,1,1 second,flash of light&#33 possibly abduction&#33,5/15/2006,38.3363889,-75.0852778
7/24/2001 23:15,maryland,md,NA,triangle,45,45 seconds,A triangle shaped ufo which moved accros the sky at a constant rate of speed,8/5/2001,39.045755,-76.641271
7/24/2004 23:00,frostburg,md,us,unknown,900,10-15 minutes,I was with a friend and my youngest 2 children. We were coming back from Lonaconing&#44 MD headed toward Cumberland.  My daughter noticed,10/11/2005,39.6580556,-78.9286111
7/25/2001 03:00,asseteague island state park,md,NA,light,1200,20 minutes,We observed a triangular formation of three lights moving in a straight line&#44 in a north by northeasterly direction.,8/12/2001,38.060797,-75.236238
7/25/2013 17:45,hagerstown,md,us,oval,2,seconds,3 black oval objects heading from east to west flying very fast with no sound,8/30/2013,39.6416667,-77.7202778
7/26/2002 01:00,waldorf,md,us,unknown,180,3 minutes,Was awoken by a very loud aircraft of some sort that was flying way too low.,7/30/2002,38.6244444,-76.9394444
7/26/2002 01:30,waldorf,md,us,circle,1200,20 minutes,A  U.F.O. was obseved being chased by f-16&#39s in Waldorf&#44 MD&#44 which is located 20 miles from Wash D.C.,11/4/2002,38.6244444,-76.9394444
7/26/2003 05:00,westminster (near),md,us,formation,30,30 sec,Cluster seen over Carrol County &#44Maryland,8/1/2003,39.5752778,-76.9961111
7/26/2006 22:55,massey,md,us,light,60,1 minute,very bright intence light and slowly fades to nothing and moving slow,10/30/2006,39.3097222,-75.8255556
7/26/2011 15:00,kent island,md,NA,cylinder,180,3 min,silver cylinder craft in sky appearing to watch a lightening storm&#44 white fin on it&#44 right off of Kent Island,10/10/2011,38.937339,-76.328994
7/26/2013 22:00,clear spring,md,us,circle,10,10 seconds,Hugh bright light&#44 Very fast..,8/30/2013,39.6561111,-77.9319444
7/27/2012 00:10,stevensville,md,us,light,900,15 minutes,Beight glowing lights sitting starionary for 15 minutes then moving off slowly. completely silent.,8/5/2012,38.9805556,-76.3147222
7/29/2012 22:00,bowie,md,us,light,1,1 second,UFO sighting with sparks at the end of the light before it dissapeared,8/5/2012,39.0066667,-76.7794444
7/30/1958 22:00,randallstown,md,us,triangle,240,4  minutes,Two triangular slow&#44silent lowflying objects&#44each with three white lites&#44were seen in mid-l958 over Balto.Co.&#44Md.by hundreds.,4/16/2005,39.3672222,-76.7955556
7/30/1992 22:00,takoma park,md,us,disk,120,2 min.,A huge disc with rotating&#44 iridescent flashing lights (as a strip around the craft) swooped in and hovered above us.,1/31/2011,38.9777778,-77.0077778
7/30/1995 22:00,baltimore,md,us,NA,5,5 sec.,Woman repts. seeing strange&#44 bright obj. moving back &amp; forth&#44 moving in circles.  Streaks to north out of sight.,11/2/1999,39.2902778,-76.6125
7/30/2010 23:00,baltimore,md,us,sphere,5,5 seconds,Recurring Sighting Over Parkton Maryland July 27th thru 30th.,8/24/2010,39.2902778,-76.6125
7/31/2001 06:40,hagerstown,md,us,cigar,30,30 seconds,White cigar-shaped light&#44 travelling fast NNE to SSE&#44 emited second small light which arced downwards.,8/12/2001,39.6416667,-77.7202778
7/31/2002 23:10,severn,md,us,light,1800,30 minutes,2 Blinking lights circle and hover over Maryland,8/16/2002,39.1369444,-76.6986111
7/31/2010 23:00,ocean city,md,us,circle,10,10 seconds,Circular lights in &quot;V&quot; formation that moved  very quickly and changed patterns.,8/24/2010,38.3363889,-75.0852778
7/31/2013 20:00,baltimore city,md,NA,disk,50,45-50 seconds,Three black - almost spherical shapes hover and then take off at rapid speed in crowded city.,9/9/2013,39.290385,-76.612189
7/3/2005 23:45,flintstone,md,us,light,1800,30 min,Bouncing and rapidly moving &quot;star&quot; in western sky.,7/5/2005,39.7030556,-78.5680556
7/3/2011 22:10,pasadena,md,us,circle,300,5 minutes,We observed the exact shape of objects shown in the photograph of the sighting on 5/09/11,7/4/2011,39.1072222,-76.5713889
7/3/2013 21:30,north east,md,us,circle,1200,20 minutes,Orange/yellow object in the sky,7/5/2013,39.6,-75.9416667
7/4/1975 13:00,marley park,md,NA,circle,120,2 minutes,White ball (about the size of a kick ball)hovers for a minute or two moving slow and then it was gone&#33,5/15/2006,38.6021,-76.581765
7/4/1977 14:00,marley park,md,NA,sphere,60,1 minute,a glowing white (bright) object about 20 ft. in the air moving slow and coming at us and then it was gone .Gone so fast we didnt see it,10/30/2006,38.6021,-76.581765
7/4/2000 23:00,oakland,md,us,triangle,240,4 min,Triangle with lights no sound,8/5/2001,39.4077778,-79.4069444
7/4/2004 21:15,damascus,md,us,triangle,120,2 min,Conversation with recently-retired Lockheed-Martin Aerospace Engineer after viewing triangle-shaped aircraft with whitish lights at ver,7/8/2004,39.2883333,-77.2041667
7/4/2010 21:00,baltimore,md,us,circle,60,about a minute,Circular white light flies over Baltimore on July 4th,7/10/2010,39.2902778,-76.6125
7/4/2010 21:04,joppatowne,md,us,fireball,120,1-2 minutes,On the fourth of July&#44 a red fireball was seen in the sky by 3 witnesses,11/21/2010,39.4577778,-76.3555556
7/4/2012 16:30,ocean city,md,us,cylinder,20,15-20 seconds,In the night sky while sitting on deck in Ocean City&#44 MD overlooking the Atlantic Ocean with my 40 year old daughter&#44 we saw a cylindri,10/30/2012,38.3363889,-75.0852778
7/4/2012 18:00,gaithersburg,md,us,egg,480,8 minutes,Nine unidentified flying objects in the night sky flying very slowly in single file and emitting no sound.,8/5/2012,39.1433333,-77.2016667
7/4/2012 22:30,annapolis,md,us,triangle,360,6 minutes,Dark object with red lights appearing to be that of a triangle,8/5/2012,38.9783333,-76.4925
7/4/2013 20:55,kingsville,md,us,light,300,5 minutes,Singular&#44 bright white light mid sky seen at twilight&#44 w/ no stars visible,7/14/2013,39.4486111,-76.4180556
7/5/1999 00:30,annapolis,md,us,fireball,60,1min + 1min,a fire ball or all thick tail of white or light yellow falling northwest for one minute and 3 minutes later went back up for 1 minute L,7/14/1999,38.9783333,-76.4925
7/5/2005 03:10,laurel,md,us,light,600,one hour or so,Heard sounds of humming over the trees for one hour early morning.  Saw lights above the trees moving and flashing beams on the ground,9/2/2005,39.0991667,-76.8486111
7/6/2001 02:00,frederick,md,us,light,300,5 minutes,the object was spinning in a tight circular configuration,2/14/2006,39.4141667,-77.4108333
7/6/2004 23:58,scotland,md,us,rectangle,7,7 sec.,Two rectangle objects fly over Southern Maryland,7/8/2004,38.0888889,-76.3622222
7/6/2009 01:00,columbia,md,us,unknown,30,30 seconds,Light solid blue semi-circle of light projecting onto bedroom floor.,8/5/2009,39.2402778,-76.8397222
7/6/2013 23:37,frederick,md,us,circle,120,2 minutes,Floating orb,7/14/2013,39.4141667,-77.4108333
7/7/2000 01:45,frederick,md,us,sphere,300,5 minutes,Bright metalic sphere rotating fast in a circular pattern.,5/15/2013,39.4141667,-77.4108333
7/8/2003 20:31,gaithersburg,md,us,oval,360,6 minutes,Bright object at edge of moon sat still&#44 then moved slowly away from moon.,7/16/2003,39.1433333,-77.2016667
7/8/2013 22:15,ocean city,md,us,circle,2,few seconds,Total of three balls of white light flying north to south.,7/14/2013,38.3363889,-75.0852778
7/9/2002 21:50,bel air,md,us,triangle,1200,10-20 minutes per night,Me and my friends each 12-14  were talking when we suddenly spotted three stars in the sky flashing and then they moved away.,8/16/2002,39.5358333,-76.3486111
7/9/2004 09:55,college park,md,us,NA,300,about 5 minutes,Bizarre omega-shaped tube of vapor&#44 four degrees high (4 moons)&#44 while blue and white helicopter circles,7/25/2004,38.9805556,-76.9372222
7/9/2013 21:00,ocean city,md,us,other,8,.08,Glowing green orb object seen during iPhone video playback.,7/14/2013,38.3363889,-75.0852778
8/10/2006 21:00,ocean city,md,us,circle,300,5 mins,circle light filled object in ocean city while i was on the board walk my cousin said it was one of the small lowflying arcraft because,10/30/2006,38.3363889,-75.0852778
8/10/2008 00:15,sykesville,md,us,light,4500,1hr 15min (still there),white light in sky that showed some red color changes intermittently,8/12/2008,39.3736111,-76.9680556
8/10/2008 21:50,westminster,md,us,fireball,2,2 seconds,Small Orange Light Observed Traveling South,8/12/2008,39.5752778,-76.9961111
8/10/2013 08:30,nottingham,md,us,fireball,1500,20-25 minutes,WE then looked up to see two reddish objects in the sky.  Then one seemed to catch fire and fall.,8/30/2013,39.3638889,-76.4525
8/11/2011 23:30,annapolis,md,us,rectangle,5,5 seconds,Looked like a firecracker,8/21/2011,38.9783333,-76.4925
8/1/1996 22:15,woodlawn,md,us,disk,600,10 minutes,A news story on 10 o&#39clock Fox News Baltimore broadcast stated that there had been a current UFO sighting on west side of town,8/27/2009,39.3227778,-76.7283333
8/1/2001 07:00,hagerstown,md,us,cigar,120,2 minutes,CIGAR SHAPED&#44 MOVING SLOWLY ABOVE TREE LINE &#44 BRIGHT OBJECT EMITTED FROM END&#44 SHOT INTO SKY.,8/12/2001,39.6416667,-77.7202778
8/1/2005 19:30,germantown,md,us,light,20,20 seconds,2 bright moving stars dogfighting&#33,9/2/2005,39.1730556,-77.2719444
8/1/2009 21:00,largo,md,us,light,10,10 secs,Bluish purplish hovering light,5/13/2012,38.8975,-76.8305556
8/1/2009 23:00,easton,md,us,sphere,1800,30 minutes,Three baketball sized orbs floating 2-3 feet above the ground hovering stationary and silent and glowing red,5/13/2012,38.7741667,-76.0766667
8/1/2009 23:30,middletown,md,us,light,600,5 - 10 mins.,Nine orange lights in linear pattern in sky&#44 changed direction&#44 hovered and disappeared.,8/5/2009,39.4436111,-77.545
8/1/2011 04:30,severa park,md,NA,egg,30,about 30 seconds,three flashes&#44 3 objects moved to a certain spot in the sky&#44 started spinning&#44 then disappeared,8/7/2011,39.070388,-76.545241
8/1/2013 22:00,great mills,md,us,sphere,180,3 minutes,Bright orb shape&#44 travels slightly then vanishes.,9/9/2013,38.2366667,-76.4975
8/12/1999 16:00,chesapeake bay (northern),md,NA,disk,10,10 seconds,White disk seen  from Air France flight over northern Chesapeake Bay.,4/16/2005,37.584154,-76.178374
8/12/2004 21:20,college park,md,us,disk,12,12 seconds,Very clear bi-convex disc instantly reverses direction at 15&#39 from observers.,8/24/2004,38.9805556,-76.9372222
8/13/2002 18:30,laplata,md,NA,fireball,10,10 seconds,It was a glowing ball that shot across the sky and left a trail of light behind it moving very fast.,4/22/2003,38.529288,-76.975251
8/13/2002 21:47,gaithersburg/north potomac,md,NA,rectangle,180,3 minutes,Three rectangular objects next to the Moon. Solid Yellow color 2-3 min.,8/16/2002,39.092035,-77.21009
8/15/1953 21:00,bowleys quarters,md,us,sphere,240,3-4 min,The speed of these speres were unbelievable they held formation stationary then bursted one by one into space,2/22/2005,39.3352778,-76.3905556
8/15/1973 22:00,takoma park,md,us,sphere,300,5 minutes,Three white crafts sped off one after another in different directions faster than any jet plane i have ever seen,5/12/2009,38.9777778,-77.0077778
8/15/1979 23:00,gaithersburg,md,us,circle,120,1-2 minutes,silver gold disc flew over Montgomery County Fairgrounds left to right&#44 did a 90 degree upwards and disappeared,8/5/2009,39.1433333,-77.2016667
8/15/1980 23:00,glenndale,md,NA,circle,600,7-10 minutes,Was 18 at the time&#44 snuck on golf course to go bass fishing at night on course pond. While approx. 300 yds from pond.,8/30/2013,38.98761,-76.820527
8/15/1998 23:00,annapolis,md,us,triangle,120,2 mins,clearly saw 3 green triangles in V formation,12/12/2011,38.9783333,-76.4925
8/15/2002 01:00,ocean city,md,us,fireball,3600,1 hour,UFO hovers...changes direction...hovers.....repeats pattern near Ocean City&#44 MD in Summer of 2002,2/1/2007,38.3363889,-75.0852778
8/15/2004 05:30,ocean city,md,us,fireball,30,30 seconds,Object of green&#44 active cold fire traveling at very high speed low above the ground in absolute silence.,4/18/2012,38.3363889,-75.0852778
8/15/2008 05:30,ridgely,md,us,fireball,30,20 to 30 sec,White streak of light low in the sky heading East to West in the Northern sky.,10/31/2008,38.9477778,-75.8847222
8/15/2009 23:59,ocean city,md,us,other,300,5 minutes,Fenwick Island Orange UFO,8/27/2009,38.3363889,-75.0852778
8/15/2013 04:40,north east,md,us,unknown,15,15 seconds,They remained stationary as the flashed.,8/30/2013,39.6,-75.9416667
8/16/2004 00:00,bel air,md,us,disk,3600,1 hour,One night I walked outside to get a breathe of fresh air and a saw two lights in the sky. They were not air planes because they were mo,12/3/2004,39.5358333,-76.3486111
8/16/2013 23:00,westminster,md,us,fireball,240,4 minutes,Orange glowing object that didn&#39t blink or flash it looked like it was on fire,8/30/2013,39.5752778,-76.9961111
8/18/1972 01:30,aberdeen,md,us,triangle,180,3 minutes,There were three lights on the object .There was no sound from the craft.It was treetop high in its flight.,1/19/2005,39.5094444,-76.1644444
8/18/2007 07:15,waldorf,md,us,cigar,15,15 sec,cigar object floating in air very clear,10/8/2007,38.6244444,-76.9394444
8/19/2004 09:00,baltimore,md,us,light,20,20 seconds,BRIGHT LIGHT SHOT THROUGH THE SKY IN MANY DIRECTIONS AND SHOT UP INTO SKY UNTIL UNABLE TO SEE.,9/2/2005,39.2902778,-76.6125
8/19/2009 20:45,westminster,md,us,circle,60,60 seconds,A magical star looking thing at a football game&#44 right before 2 undeafeted teams played&#33,12/12/2009,39.5752778,-76.9961111
8/20/1975 22:00,joppa,md,us,circle,1800,30 min,we saw 6 or more small crafts orangey red doing maneuvers for approx.  30 min in maryland,8/12/2008,39.4336111,-76.3580556
8/20/2006 16:45,arnold,md,us,formation,70,1 minute 10 seconds secon,15 purple lights quikly change formation before vanishing.,2/1/2007,39.0319444,-76.5030556
8/20/2008 03:30,silver spring,md,us,triangle,20,20 seconds,Large triangular craft soundlessly moving slowly at low altitude in large metropolitan area.,3/19/2009,38.9905556,-77.0263889
8/20/2008 23:45,baltimore,md,us,sphere,3,3 seconds,Globe of white light zooms directly at me while I look out my window at night. veers off and zooms away.,3/19/2009,39.2902778,-76.6125
8/20/2013 22:00,smithsburg,md,us,triangle,120,2 minutes,While drivig down the highway I saw three huge lights in a triangle shape hovering over the tree tops on the top of the hill.,8/30/2013,39.6547222,-77.5730556
8/2/2011 22:00,silver spring,md,us,sphere,3600,1 hr.,Red-Orange &quot;Fireballs&quot; in the Night sky,8/7/2011,38.9905556,-77.0263889
8/22/1999 00:30,easton,md,us,rectangle,180,2-3 minutes,We were woken by a low humming noise and an object with a  bright light descending from the sky.  It landed across the water from our h,8/30/1999,38.7741667,-76.0766667
8/22/2013 22:00,ocean city,md,us,light,180,3 minutes,3 whites lights moving slow in formation and then just disappeared.,9/9/2013,38.3363889,-75.0852778
8/23/2002 02:30,bowleys quarters,md,us,oval,10,10 seconds,A silent&#44 blue oval appeared&#44 flew east at high speed&#44 then vanished.,10/11/2005,39.3352778,-76.3905556
8/23/2006 01:00,edgewood,md,us,oval,120,1-2 minutes,Tan&#44yellow&#44and red lights around the rim and it made a buzzing and beeping sound.  ((NUFORC Note:  Report from school student.  PD)),10/30/2006,39.4186111,-76.2947222
8/23/2007 21:20,overlea,md,us,flash,10,5-10 seconds,Quick moving rapidly flashing light at night,10/8/2007,39.3633333,-76.5208333
8/23/2012 04:30,perry hall,md,us,triangle,7200,2 hours,Triangle shaped object with light&#44 hovering over essex for 2 hours.  ((NUFORC Note:  Three planets in E sky??  PD)),9/24/2012,39.4125,-76.4638889
8/23/2012 22:30,grantsville,md,us,flash,3600,1 hour,Hovering flashing lights over New Germany MD.,9/24/2012,39.695,-79.1513889
8/24/1989 23:45,accokeek,md,us,unknown,300,3-5 minutes,While traveling on the same road for three consecutive nights&#44 at about the same time each night&#44 all power on my vehicle suddenly stop,8/10/1999,38.6675,-77.0286111
8/24/1998 22:00,landover (raljon),md,us,diamond,20,20 secs,Sitting in the end zone at Jack Kent Cooke stadium&#44 over my right shoulder noticed dark diamond with rounded corners come up over the,11/1/1998,38.9338889,-76.8969444
8/24/2012 20:40,pasadena,md,us,fireball,600,10  minutes,Two red flare looking objects floated up in the Eastern sky. They both began to move slowly to tne North at the same elevation.,9/24/2012,39.1072222,-76.5713889
8/25/2006 04:55,bel air,md,us,NA,5,5 seconds,Bright light in sky&#44 then dims&#44 then disappears.,10/30/2006,39.5358333,-76.3486111
8/25/2013 21:00,worton,md,us,circle,120,2 minutes,Three fiery orbs travel in straight formation&#44 alter formation slightly&#44 then disappear&#44 one at a time,8/30/2013,39.2744444,-76.0925
8/28/2010 22:00,dundalk,md,us,light,30,30 seconds,UFO seen moving over dundalk.,8/30/2010,39.2505556,-76.5208333
8/29/2005 00:25,gaithersburg,md,us,light,180,three minutes,3 UFOs in sky&#44 2 fighter jets&#44 Gaithersburg&#44 Maryland,10/11/2005,39.1433333,-77.2016667
8/29/2008 23:38,baltimore,md,us,oval,300,3-5 minutes,it was a large aurora shape moving in a non comon aircraft way manmade it also had color type lights,10/31/2008,39.2902778,-76.6125
8/29/2010 00:15,baltimore,md,us,light,1200,20 min,Orange orb floating over Baltimore,8/30/2010,39.2902778,-76.6125
8/29/2012 00:30,smithsburg,md,us,triangle,10800,3 hours,Sounded similar to a plane&#44 but was triangular and set out on a repeated and definite flight plan&#33,9/24/2012,39.6547222,-77.5730556
8/30/2008 18:15,bel air,md,us,changing,60,1 minute,Black circle turns to flashing light&#44 speeds away and disappears.,10/31/2008,39.5358333,-76.3486111
8/30/2011 03:30,pasadena,md,us,flash,9,7 to 9 seconds,BLUE FLASHES&#44 LIEK CAMERA STROBE&#44 IN PASADENA SKY EARLY TUES.AM/3:30AM/8.30.11,10/10/2011,39.1072222,-76.5713889
8/30/2012 22:00,salisbury,md,us,light,900,15 minutes,Lights &quot;Folded&quot; and &quot;Unfolded&quot; into each other glowing  Blue and Yellow&#44 3 separate times.,9/24/2012,38.3605556,-75.5997222
8/30/2012 22:15,ocean city,md,us,fireball,7200,2 hours,Flashing lights of all sort hovered above Ocean City&#44 Maryland on August&#44 30&#44 2012.,9/24/2012,38.3363889,-75.0852778
8/31/2004 21:00,boonsboro,md,us,other,2100,35 minutes,Meteor&#44 Comet&#44 Craft breakup.    ((NUFORC Note:  Result of earlier missile launch.  PD)),9/1/2004,39.5061111,-77.6527778
8/31/2004 21:05,mount rainer,md,NA,changing,900,10-15 minutes,Strange cloud-like&#44 dumbell shaped object with spinning rings noted in the NW sky ((NUFORC Note:  Missile launch.  PD)),9/1/2004,38.9415,-76.964975
8/31/2013 20:45,elk mills,md,us,formation,300,5 minutes,Orange orbs or floating lights in sky over Elkton&#44 MD,9/9/2013,39.6586111,-75.8263889
8/3/1999 22:00,cockeysville,md,us,light,1,1 second or less,I breifly looked up and saw a white light flash across above the treeline then disappear because of its rapid speed.,8/10/1999,39.4811111,-76.6441667
8/3/2002 21:30,churchville,md,us,light,5,5 sec.,3 big red lights outside the Movie Theater,8/16/2002,39.5611111,-76.2458333
8/3/2002 22:00,bowleys quarters,md,us,other,2,2 seconds,Bright white/blue strobe/flash - no sound - illuminating 3 &quot;windows&quot; behind flash - 2 - sec. no other lights,8/12/2008,39.3352778,-76.3905556
8/3/2008 21:40,baltimore,md,us,teardrop,900,15 minutes,Large object that changed colors in night skies over Baltimore&#44Maryland.,8/12/2008,39.2902778,-76.6125
8/3/2008 21:50,baltimore,md,us,teardrop,60,60 secs,craft observed crossing Baltimore in Canton area observed from Fleet St traveling east/west,10/31/2008,39.2902778,-76.6125
8/3/2008 22:00,baltimore,md,us,oval,45,approx 45 seconds,Large light traveling east to west&#44 no sound&#44 then flashed and instantly disappeared,8/12/2008,39.2902778,-76.6125
8/3/2008 22:06,baltimore,md,us,sphere,120,2 minutes,Orange Disc anomaly imaged in HD over trees in Baltimore Maryland,8/12/2008,39.2902778,-76.6125
8/4/1957 02:00,bainbridge/ port deposit,md,NA,fireball,22,22sec,Midwatch spots Fireball headed directly toward barracks.No time to wake shipmates or get out of the way.,10/8/2007,39.629014,-76.078383
8/4/2013 21:15,elkton,md,us,sphere,300,5 minutes,Several craft at different speeds cross sky at approx same high attitude. Shined high powered spot lite and laser at 1 and it stopp,8/30/2013,39.6066667,-75.8336111
8/5/2008 09:00,balto city,md,NA,triangle,180,3 min,triangle object flying from north to southeast,8/12/2008,39.295298,-76.610392
8/6/2002 03:30,landover hills,md,us,unknown,1800,20-30 minutes,We were awakened by this loud sound around our home and saw in the sky through some trees this large flying object hovering over our ar,8/16/2002,38.9430556,-76.8925
8/6/2002 18:16,baltimore,md,us,triangle,384,6:24,The 3 connected triangles in the Sky.,8/16/2002,39.2902778,-76.6125
8/6/2002 21:50,brandywine,md,us,light,60,1 minute,Bright Blue light moving over Brandywine MD changed to Orange then disappeared.,8/16/2002,38.6966667,-76.8480556
8/6/2003 08:27,waldorf,md,us,light,8,8 seconds,Bright orange light seen in daytime sighting by UFO investigator while travelling.,8/28/2003,38.6244444,-76.9394444
8/6/2011 03:00,maryland,md,NA,oval,600,ten minutes,((HOAX??))  Bright oval object moving across the night sky.  ((NUFORC Note:  Source does not indicate a date.  PD)),8/7/2011,39.045755,-76.641271
8/6/2012 04:10,hagerstown,md,us,triangle,2100,35 minutes,Triangle shaped light low on horizon did not move for more than 30 minutes&#44 but did flash intermittently.,8/19/2012,39.6416667,-77.7202778
8/7/2009 21:00,owings mills,md,us,triangle,30,30 seconds,Trianle white lights move across Owings Mills,8/27/2009,39.4194444,-76.7805556
8/7/2010 15:30,glen echo,md,us,sphere,600,10 mins,Stationary metallic like sphere over the Washington DC area,8/24/2010,38.9688889,-77.1427778
8/7/2011 10:15,joppa,md,us,light,10,10 seconds,Bright ball of light moving fast  right to left then slow up and down then gained speed and disappeared,8/21/2011,39.4336111,-76.3580556
8/7/2013 12:00,joppa,md,us,oval,10,10 seconds,I looked up while in a hammock and saw what looked like an odd planet&#44 took a photograph and took another photograph and it was gone.,9/30/2013,39.4336111,-76.3580556
8/8/2008 21:00,mt. airy,md,us,light,3,2-3 seconds,Very bright light moved extremely quickly across the sky. Seen again within a few seconds going opposite direction.,8/12/2008,39.3761111,-77.155
8/8/2010 20:53,frederick,md,us,unknown,60,under a minute,Four very bright white lights that hovered.,8/24/2010,39.4141667,-77.4108333
